run_id,run_date,mlr_dataset, feature_set,split,tuned,setup,best,pred_accuracy, metrics_dict,accuracy,roc_auc,recall,precision,f1,kappa,mcc
3f49aa61-2fb3-4792-b151-6143afc60fad,10/01/2023 22:01,./datasets/mlr.csv,ALL,0.94,TRUE,3f49aa61-2fb3-4792-b151-6143afc60fad: ./datasets/mlr.csv - ALL - 0.94 - TUNED=True,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, feature_types=None, gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.300000012,
              max_bin=256, max_cat_threshold=64, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=-1, num_parallel_tree=1, objective='binary:logistic',
              predictor='auto', ...)",0.4,"{'accuracy': 0.6145, 'roc_auc': 0.6352, 'recall': 0.7452, 'precision': 0.6732, 'f1': 0.6897, 'kappa': 0.174, 'mcc': 0.2008}",0.6145,0.6352,0.7452,0.6732,0.6897,0.174,0.2008
5657f610-85d0-41e1-bdef-c323fa07269e,10/01/2023 22:07,./datasets/mlr.csv,ALL,0.9,FALSE,5657f610-85d0-41e1-bdef-c323fa07269e: ./datasets/mlr.csv - ALL - 0.9 - TUNED=False,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=4279)",0.62,"{'accuracy': 0.6991, 'roc_auc': 0.7374, 'recall': 0.7595, 'precision': 0.7452, 'f1': 0.7466, 'kappa': 0.3723, 'mcc': 0.3793}",0.6991,0.7374,0.7595,0.7452,0.7466,0.3723,0.3793
b4bce3af-9815-4091-8ddc-f6b6190621f7,10/01/2023 22:15,./datasets/mlr.csv,ALL,0.9,TRUE,b4bce3af-9815-4091-8ddc-f6b6190621f7: ./datasets/mlr.csv - ALL - 0.9 - TUNED=True,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=5637, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.81,"{'accuracy': 0.6136, 'roc_auc': 0.5915, 'recall': 0.6733, 'precision': 0.6534, 'f1': 0.6541, 'kappa': 0.1957, 'mcc': 0.1966}",0.6136,0.5915,0.6733,0.6534,0.6541,0.1957,0.1966
6e76a1d8-c077-427f-9a48-0ce8cdbb41b5,10/01/2023 22:36,./datasets/mlr.csv,ALL,0.93,TRUE,6e76a1d8-c077-427f-9a48-0ce8cdbb41b5: ./datasets/mlr.csv - ALL - 0.93 - TUNED=True,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=4959)",0.73,"{'accuracy': 0.61, 'roc_auc': 0.6643, 'recall': 0.6595, 'precision': 0.6608, 'f1': 0.6531, 'kappa': 0.204, 'mcc': 0.2072}",0.61,0.6643,0.6595,0.6608,0.6531,0.204,0.2072
8d811205-2f47-48e6-95f2-12af23497648,10/01/2023 22:41,./datasets/mlr.csv,ALL,0.93,FALSE,8d811205-2f47-48e6-95f2-12af23497648: ./datasets/mlr.csv - ALL - 0.93 - TUNED=False,"ExtraTreesClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                     criterion='gini', max_depth=None, max_features='sqrt',
                     max_leaf_nodes=None, max_samples=None,
                     min_impurity_decrease=0.0, min_samples_leaf=1,
                     min_samples_split=2, min_weight_fraction_leaf=0.0,
                     n_estimators=100, n_jobs=-1, oob_score=False,
                     random_state=8061, verbose=0, warm_start=False)",0.45,"{'accuracy': 0.6082, 'roc_auc': 0.6254, 'recall': 0.8476, 'precision': 0.6305, 'f1': 0.7164, 'kappa': 0.1114, 'mcc': 0.1388}",0.6082,0.6254,0.8476,0.6305,0.7164,0.1114,0.1388
ee96659a-e376-466d-b1f4-b594b683d71a,10/01/2023 23:00,./datasets/mlr.csv,ALL,0.92,TRUE,ee96659a-e376-466d-b1f4-b594b683d71a: ./datasets/mlr.csv - ALL - 0.92 - TUNED=True,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=4682)",0.46,"{'accuracy': 0.7227, 'roc_auc': 0.7271, 'recall': 0.8214, 'precision': 0.7494, 'f1': 0.7758, 'kappa': 0.4129, 'mcc': 0.4342}",0.7227,0.7271,0.8214,0.7494,0.7758,0.4129,0.4342
a817c606-4e9c-41bd-bee5-b05be0886bd7,10/01/2023 23:06,./datasets/mlr.csv,ALL,0.85,TRUE,a817c606-4e9c-41bd-bee5-b05be0886bd7: ./datasets/mlr.csv - ALL - 0.85 - TUNED=True,"ExtraTreesClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                     criterion='gini', max_depth=None, max_features='sqrt',
                     max_leaf_nodes=None, max_samples=None,
                     min_impurity_decrease=0.0, min_samples_leaf=1,
                     min_samples_split=2, min_weight_fraction_leaf=0.0,
                     n_estimators=100, n_jobs=-1, oob_score=False,
                     random_state=7162, verbose=0, warm_start=False)",0.68,"{'accuracy': 0.6689, 'roc_auc': 0.6104, 'recall': 0.82, 'precision': 0.683, 'f1': 0.7413, 'kappa': 0.283, 'mcc': 0.3118}",0.6689,0.6104,0.82,0.683,0.7413,0.283,0.3118
cccd5b68-36cd-4cf9-9b1f-64046558ebe0,10/01/2023 23:13,./datasets/mlr.csv,ALL,0.9,TRUE,cccd5b68-36cd-4cf9-9b1f-64046558ebe0: ./datasets/mlr.csv - ALL - 0.9 - TUNED=True,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=6370, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.56,"{'accuracy': 0.66, 'roc_auc': 0.6845, 'recall': 0.7571, 'precision': 0.7415, 'f1': 0.726, 'kappa': 0.2733, 'mcc': 0.2945}",0.66,0.6845,0.7571,0.7415,0.726,0.2733,0.2945
42152e94-634b-4a8c-bde8-5b92fc9bc268,10/01/2023 23:32,./datasets/mlr.csv,ALL,0.9,TRUE,42152e94-634b-4a8c-bde8-5b92fc9bc268: ./datasets/mlr.csv - ALL - 0.9 - TUNED=True,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=8855)",0.62,"{'accuracy': 0.7264, 'roc_auc': 0.7442, 'recall': 0.8, 'precision': 0.749, 'f1': 0.7672, 'kappa': 0.4324, 'mcc': 0.4461}",0.7264,0.7442,0.8,0.749,0.7672,0.4324,0.4461
b770cd43-f4f7-4de1-b2bd-0b68f655ed46,11/01/2023 02:56,./datasets/mlr.csv,ALL,0.85,TRUE,b770cd43-f4f7-4de1-b2bd-0b68f655ed46: use train_size=0.9 for train/validate,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=4772, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.6,"{'accuracy': 0.6494, 'roc_auc': 0.7509, 'recall': 0.6524, 'precision': 0.6895, 'f1': 0.6626, 'kappa': 0.2943, 'mcc': 0.301}",0.6494,0.7509,0.6524,0.6895,0.6626,0.2943,0.301
44e32797-0b32-4686-a382-44236ba9f92a,11/01/2023 03:05,./datasets/mlr.csv,ALL,0.9,TRUE,44e32797-0b32-4686-a382-44236ba9f92a: use train_size=0.9 for train/validate,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=3672, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.69,"{'accuracy': 0.694, 'roc_auc': 0.7425, 'recall': 0.7839, 'precision': 0.7285, 'f1': 0.7492, 'kappa': 0.3542, 'mcc': 0.3616}",0.694,0.7425,0.7839,0.7285,0.7492,0.3542,0.3616
4d8d9ac1-58dc-43cd-a734-29f6c9cc2e1a,11/01/2023 03:19,./datasets/mlr.csv,ALL,0.95,TRUE,4d8d9ac1-58dc-43cd-a734-29f6c9cc2e1a: use train_size=0.9 for train/validate,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, feature_types=None, gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.300000012,
              max_bin=256, max_cat_threshold=64, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=-1, num_parallel_tree=1, objective='binary:logistic',
              predictor='auto', ...)",0.75,"{'accuracy': 0.6929, 'roc_auc': 0.7311, 'recall': 0.8125, 'precision': 0.6952, 'f1': 0.7429, 'kappa': 0.3544, 'mcc': 0.3888}",0.6929,0.7311,0.8125,0.6952,0.7429,0.3544,0.3888
6f6db3c0-a2a5-4fd2-b092-22628159ac4b,11/01/2023 03:25,./datasets/mlr.csv,ALL,0.95,FALSE,6f6db3c0-a2a5-4fd2-b092-22628159ac4b: use train_size=0.9 for train/validate,"ExtraTreesClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                     criterion='gini', max_depth=None, max_features='sqrt',
                     max_leaf_nodes=None, max_samples=None,
                     min_impurity_decrease=0.0, min_samples_leaf=1,
                     min_samples_split=2, min_weight_fraction_leaf=0.0,
                     n_estimators=100, n_jobs=-1, oob_score=False,
                     random_state=1303, verbose=0, warm_start=False)",0.75,"{'accuracy': 0.6929, 'roc_auc': 0.7078, 'recall': 0.8306, 'precision': 0.7227, 'f1': 0.7584, 'kappa': 0.3324, 'mcc': 0.3611}",0.6929,0.7078,0.8306,0.7227,0.7584,0.3324,0.3611
9210a21e-590d-4ad3-bf4c-71d35bcb32c9,11/01/2023 03:49,./datasets/mlr.csv,ALL,0.95,TRUE,9210a21e-590d-4ad3-bf4c-71d35bcb32c9: use train_size=0.9 for train/validate,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=5611)",0.62,"{'accuracy': 0.7, 'roc_auc': 0.6525, 'recall': 0.7653, 'precision': 0.7444, 'f1': 0.7483, 'kappa': 0.3779, 'mcc': 0.3911}",0.7,0.6525,0.7653,0.7444,0.7483,0.3779,0.3911
039cfb95-077a-466b-9627-50efdc8b3f7f,11/01/2023 03:55,./datasets/mlr.csv,ALL,0.91,FALSE,039cfb95-077a-466b-9627-50efdc8b3f7f: use train_size=0.9 for train/validate,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=None, max_features='sqrt',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_samples_leaf=1,
                       min_samples_split=2, min_weight_fraction_leaf=0.0,
                       n_estimators=100, n_jobs=-1, oob_score=False,
                       random_state=1089, verbose=0, warm_start=False)",0.6,"{'accuracy': 0.678, 'roc_auc': 0.6891, 'recall': 0.8357, 'precision': 0.6917, 'f1': 0.7544, 'kappa': 0.2909, 'mcc': 0.3125}",0.678,0.6891,0.8357,0.6917,0.7544,0.2909,0.3125
1e310d15-d80c-4fb3-b51c-9f6cda48c76f,11/01/2023 04:06,./datasets/mlr.csv,ALL,0.8,TRUE,1e310d15-d80c-4fb3-b51c-9f6cda48c76f: use train_size=0.9 for train/validate,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=None, max_features='sqrt',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_samples_leaf=1,
                       min_samples_split=2, min_weight_fraction_leaf=0.0,
                       n_estimators=100, n_jobs=-1, oob_score=False,
                       random_state=3929, verbose=0, warm_start=False)",0.64,"{'accuracy': 0.6318, 'roc_auc': 0.6512, 'recall': 0.8071, 'precision': 0.6478, 'f1': 0.7129, 'kappa': 0.1944, 'mcc': 0.2035}",0.6318,0.6512,0.8071,0.6478,0.7129,0.1944,0.2035
16db04d3-5a31-4b1e-ab67-74990ffe6e6e,11/01/2023 04:29,./datasets/mlr.csv,ALL,0.91,TRUE,16db04d3-5a31-4b1e-ab67-74990ffe6e6e: use train_size=0.9 for train/validate,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=8434)",0.87,"{'accuracy': 0.633, 'roc_auc': 0.6184, 'recall': 0.6821, 'precision': 0.6835, 'f1': 0.6787, 'kappa': 0.2497, 'mcc': 0.2518}",0.633,0.6184,0.6821,0.6835,0.6787,0.2497,0.2518
b5d7926b-02e6-4667-afc8-cc3f234d23bb,11/01/2023 04:39,./datasets/mlr.csv,ALL,0.9,TRUE,b5d7926b-02e6-4667-afc8-cc3f234d23bb: use train_size=0.9 for train/validate,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=3419, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.75,"{'accuracy': 0.6863, 'roc_auc': 0.7436, 'recall': 0.7964, 'precision': 0.7083, 'f1': 0.7446, 'kappa': 0.3409, 'mcc': 0.3478}",0.6863,0.7436,0.7964,0.7083,0.7446,0.3409,0.3478
8f6942e6-4996-4bd2-a320-f07dc5754e16,11/01/2023 04:45,./datasets/mlr.csv,ALL,0.92,FALSE,8f6942e6-4996-4bd2-a320-f07dc5754e16: use train_size=0.9 for train/validate,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=4833, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.54,"{'accuracy': 0.6896, 'roc_auc': 0.7425, 'recall': 0.7625, 'precision': 0.7309, 'f1': 0.7419, 'kappa': 0.3453, 'mcc': 0.3515}",0.6896,0.7425,0.7625,0.7309,0.7419,0.3453,0.3515
f4b4f25f-63cd-4d40-9afd-7c3e7d0ad85e,11/01/2023 04:52,./datasets/mlr.csv,ALL,0.92,FALSE,f4b4f25f-63cd-4d40-9afd-7c3e7d0ad85e: use train_size=0.9 for train/validate,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=4822)",0.69,"{'accuracy': 0.6665, 'roc_auc': 0.7167, 'recall': 0.7625, 'precision': 0.7107, 'f1': 0.7286, 'kappa': 0.2839, 'mcc': 0.289}",0.6665,0.7167,0.7625,0.7107,0.7286,0.2839,0.289
0b867152-aa3d-4f26-a6b1-b721ff4edd3f,11/01/2023 05:02,./datasets/mlr.csv,ALL,0.92,TRUE,0b867152-aa3d-4f26-a6b1-b721ff4edd3f: use train_size=0.9 for train/validate,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=3561, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.54,"{'accuracy': 0.689, 'roc_auc': 0.7343, 'recall': 0.7639, 'precision': 0.7554, 'f1': 0.7352, 'kappa': 0.3404, 'mcc': 0.3758}",0.689,0.7343,0.7639,0.7554,0.7352,0.3404,0.3758
0bf73bc7-dd01-4012-83c7-a8b3e157ff97,11/01/2023 05:08,./datasets/mlr.csv,ALL,0.91,FALSE,0bf73bc7-dd01-4012-83c7-a8b3e157ff97: use train_size=0.9 for train/validate,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=6091, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.53,"{'accuracy': 0.6857, 'roc_auc': 0.6989, 'recall': 0.7714, 'precision': 0.7286, 'f1': 0.7412, 'kappa': 0.3417, 'mcc': 0.3612}",0.6857,0.6989,0.7714,0.7286,0.7412,0.3417,0.3612
3e092d6d-3231-4e3a-bfe1-bbc740d6894b,11/01/2023 05:31,./datasets/mlr.csv,ALL,0.92,TRUE,3e092d6d-3231-4e3a-bfe1-bbc740d6894b: use train_size=0.9 for train/validate,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=6703)",0.54,"{'accuracy': 0.661, 'roc_auc': 0.6803, 'recall': 0.7589, 'precision': 0.7023, 'f1': 0.7199, 'kappa': 0.2927, 'mcc': 0.309}",0.661,0.6803,0.7589,0.7023,0.7199,0.2927,0.309
996aea1b-8061-47c4-9159-50230c4113ca,11/01/2023 05:51,./datasets/mlr.csv,ALL,0.91,TRUE,996aea1b-8061-47c4-9159-50230c4113ca: use train_size=0.9 for train/validate,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=5755)",0.6,"{'accuracy': 0.7341, 'roc_auc': 0.8006, 'recall': 0.7911, 'precision': 0.77, 'f1': 0.7742, 'kappa': 0.4456, 'mcc': 0.4576}",0.7341,0.8006,0.7911,0.77,0.7742,0.4456,0.4576
dd7c5e73-b935-4d20-856c-092b69f18477,11/01/2023 06:13,./datasets/mlr.csv,ALL,0.9,TRUE,dd7c5e73-b935-4d20-856c-092b69f18477: use train_size=0.9 for train/validate,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=6513)",0.62,"{'accuracy': 0.6335, 'roc_auc': 0.6907, 'recall': 0.7196, 'precision': 0.6791, 'f1': 0.696, 'kappa': 0.2343, 'mcc': 0.241}",0.6335,0.6907,0.7196,0.6791,0.696,0.2343,0.241
fecb07ce-78cd-4594-94ac-9f594bae952f,11/01/2023 06:20,./datasets/mlr.csv,ALL,0.85,FALSE,fecb07ce-78cd-4594-94ac-9f594bae952f: use train_size=0.9 for train/validate,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, feature_types=None, gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.300000012,
              max_bin=256, max_cat_threshold=64, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=-1, num_parallel_tree=1, objective='binary:logistic',
              predictor='auto', ...)",0.52,"{'accuracy': 0.7038, 'roc_auc': 0.6683, 'recall': 0.8821, 'precision': 0.7187, 'f1': 0.7848, 'kappa': 0.3289, 'mcc': 0.3526}",0.7038,0.6683,0.8821,0.7187,0.7848,0.3289,0.3526
9f8e39f1-1977-438b-8633-5666975f22db,11/01/2023 06:32,./datasets/mlr.csv,ALL,0.94,TRUE,9f8e39f1-1977-438b-8633-5666975f22db: use train_size=0.9 for train/validate,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=None, max_features='sqrt',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_samples_leaf=1,
                       min_samples_split=2, min_weight_fraction_leaf=0.0,
                       n_estimators=100, n_jobs=-1, oob_score=False,
                       random_state=2966, verbose=0, warm_start=False)",0.4,"{'accuracy': 0.6945, 'roc_auc': 0.7288, 'recall': 0.8931, 'precision': 0.6986, 'f1': 0.7827, 'kappa': 0.29, 'mcc': 0.3051}",0.6945,0.7288,0.8931,0.6986,0.7827,0.29,0.3051
86637674-a9c5-454f-aecc-6ca1ec5a4319,11/01/2023 06:47,./datasets/mlr.csv,ALL,0.9,TRUE,86637674-a9c5-454f-aecc-6ca1ec5a4319: use train_size=0.9 for train/validate,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, feature_types=None, gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.300000012,
              max_bin=256, max_cat_threshold=64, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=-1, num_parallel_tree=1, objective='binary:logistic',
              predictor='auto', ...)",0.69,"{'accuracy': 0.7066, 'roc_auc': 0.7662, 'recall': 0.7946, 'precision': 0.736, 'f1': 0.7597, 'kappa': 0.3758, 'mcc': 0.39}",0.7066,0.7662,0.7946,0.736,0.7597,0.3758,0.39
9bb0eb82-25c6-471c-b483-539b08d3eaad,11/01/2023 07:05,./datasets/mlr.csv,ALL,0.9,TRUE,9bb0eb82-25c6-471c-b483-539b08d3eaad: use train_size=0.9 for train/validate,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=None, max_features='sqrt',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_samples_leaf=1,
                       min_samples_split=2, min_weight_fraction_leaf=0.0,
                       n_estimators=100, n_jobs=-1, oob_score=False,
                       random_state=3920, verbose=0, warm_start=False)",0.44,"{'accuracy': 0.6615, 'roc_auc': 0.7335, 'recall': 0.85, 'precision': 0.6745, 'f1': 0.7464, 'kappa': 0.2439, 'mcc': 0.2714}",0.6615,0.7335,0.85,0.6745,0.7464,0.2439,0.2714
b48b4989-c223-43f9-be33-7768b78a65c6,11/01/2023 07:14,./datasets/mlr.csv,ALL,0.85,TRUE,b48b4989-c223-43f9-be33-7768b78a65c6: use train_size=0.9 for train/validate,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=3164, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.68,"{'accuracy': 0.6179, 'roc_auc': 0.6424, 'recall': 0.6893, 'precision': 0.6868, 'f1': 0.6749, 'kappa': 0.1988, 'mcc': 0.2179}",0.6179,0.6424,0.6893,0.6868,0.6749,0.1988,0.2179
39bcd02f-0af0-4075-b4b0-fd618c43d22b,11/01/2023 07:22,./datasets/mlr.csv,ALL,0.92,TRUE,39bcd02f-0af0-4075-b4b0-fd618c43d22b: use train_size=0.9 for train/validate,"ExtraTreesClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                     criterion='gini', max_depth=None, max_features='sqrt',
                     max_leaf_nodes=None, max_samples=None,
                     min_impurity_decrease=0.0, min_samples_leaf=1,
                     min_samples_split=2, min_weight_fraction_leaf=0.0,
                     n_estimators=100, n_jobs=-1, oob_score=False,
                     random_state=8159, verbose=0, warm_start=False)",0.62,"{'accuracy': 0.7038, 'roc_auc': 0.6654, 'recall': 0.8732, 'precision': 0.7071, 'f1': 0.7761, 'kappa': 0.3485, 'mcc': 0.3782}",0.7038,0.6654,0.8732,0.7071,0.7761,0.3485,0.3782
8446b26f-5e52-4b01-a0e1-735b15d1d440,11/01/2023 07:28,./datasets/mlr.csv,ALL,0.9,FALSE,8446b26f-5e52-4b01-a0e1-735b15d1d440: use train_size=0.9 for train/validate,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=3725, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.62,"{'accuracy': 0.683, 'roc_auc': 0.677, 'recall': 0.7589, 'precision': 0.7429, 'f1': 0.7369, 'kappa': 0.3315, 'mcc': 0.3536}",0.683,0.677,0.7589,0.7429,0.7369,0.3315,0.3536
258ba1a1-ddfd-4809-bad0-d9ecec38e55a,11/01/2023 07:41,./datasets/mlr.csv,ALL,0.85,TRUE,258ba1a1-ddfd-4809-bad0-d9ecec38e55a: use train_size=0.9 for train/validate,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=None, max_features='sqrt',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_samples_leaf=1,
                       min_samples_split=2, min_weight_fraction_leaf=0.0,
                       n_estimators=100, n_jobs=-1, oob_score=False,
                       random_state=857, verbose=0, warm_start=False)",0.68,"{'accuracy': 0.6404, 'roc_auc': 0.6549, 'recall': 0.8286, 'precision': 0.6673, 'f1': 0.7351, 'kappa': 0.1829, 'mcc': 0.1924}",0.6404,0.6549,0.8286,0.6673,0.7351,0.1829,0.1924
b8b971d4-7e4c-4019-9240-fcf9d81ea082,11/01/2023 07:46,./datasets/mlr.csv,ALL,0.94,FALSE,b8b971d4-7e4c-4019-9240-fcf9d81ea082: use train_size=0.9 for train/validate,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=5863, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.5,"{'accuracy': 0.6352, 'roc_auc': 0.6606, 'recall': 0.7042, 'precision': 0.6858, 'f1': 0.6905, 'kappa': 0.2443, 'mcc': 0.2494}",0.6352,0.6606,0.7042,0.6858,0.6905,0.2443,0.2494
a7e15e6d-0fbe-4143-9b27-9ed7488f18a1,11/01/2023 08:12,./datasets/mlr.csv,ALL,0.92,TRUE,a7e15e6d-0fbe-4143-9b27-9ed7488f18a1: use train_size=0.9 for train/validate,"GradientBoostingClassifier(ccp_alpha=0.0, criterion='friedman_mse', init=None,
                           learning_rate=0.1, loss='log_loss', max_depth=3,
                           max_features=None, max_leaf_nodes=None,
                           min_impurity_decrease=0.0, min_samples_leaf=1,
                           min_samples_split=2, min_weight_fraction_leaf=0.0,
                           n_estimators=100, n_iter_no_change=None,
                           random_state=2234, subsample=1.0, tol=0.0001,
                           validation_fraction=0.1, verbose=0,
                           warm_start=False)",0.77,"{'accuracy': 0.6714, 'roc_auc': 0.6818, 'recall': 0.8214, 'precision': 0.6865, 'f1': 0.7452, 'kappa': 0.2933, 'mcc': 0.2997}",0.6714,0.6818,0.8214,0.6865,0.7452,0.2933,0.2997
